ILLIQ,PE,PB,PS,CirculatedMarketValue,ChangeRatio,Liquidility
0.001112,37.404297,2.549166,0.901033,22723045287.04,-0.00536,4e-05
0.005454,36.316025,2.474998,0.874817,22061922202.18,-0.02909,4.1e-05
0.01047,39.782372,2.711236,0.958318,24167721657.66,0.09545,4.8e-05
0.005549,37.887973,2.582129,0.912684,23016877769.2,-0.04762,4.8e-05
0.008466,36.477251,2.485986,0.878701,22159866362.9,-0.03723,5.1e-05
0.002793,36.09434,2.45989,0.869477,21927248981.19,-0.0105,5e-05
0.007482,35.469592,2.417313,0.854427,21547715358.4,-0.01731,5.1e-05
0.004403,36.09434,2.45989,0.869477,21927248981.19,0.01761,5.1e-05
0.001978,36.457098,2.484613,0.878215,22147623342.81,0.01005,2e-05
0.00477,36.013728,2.454396,0.867535,21878276900.83,-0.01216,3.4e-05
0.001013,36.09434,2.45989,0.869477,21927248981.19,0.00224,2.6e-05
0.005181,35.691277,2.432421,0.859768,21682388579.39,-0.01117,3.2e-05
0.000989,35.751736,2.436541,0.861224,21719117639.66,0.00169,2.8e-05
0.014243,34.220095,2.332157,0.824328,20788648112.82,-0.04284,4.7e-05
0.010766,32.990751,2.248375,0.794715,20041823887.33,-0.03592,5.6e-05
0.001704,33.071364,2.253869,0.796656,20090795967.69,0.00244,5.1e-05
0.010871,33.877491,2.308808,0.816075,20580516771.29,0.02438,5.7e-05
0.001184,33.817031,2.304688,0.814619,20543787711.02,-0.00178,5.3e-05
0.016722,33.17213,2.260737,0.799084,20152011068.14,-0.01907,6.3e-05
0.007382,33.796878,2.303314,0.814133,20531544690.93,0.01883,6.4e-05
0.001162,33.655806,2.2937,0.810735,20445843550.3,-0.00417,6e-05
0.009557,34.562699,2.355506,0.832581,20996779454.35,0.02695,6.3e-05
0.003151,34.401473,2.344519,0.828698,20898835293.63,-0.00466,6e-05
0.013542,35.489745,2.418686,0.854913,21559958378.49,0.03163,6.5e-05
0.001139,35.590511,2.425553,0.85734,21621173478.94,0.00284,6.2e-05
0.000268,35.610664,2.426927,0.857826,21633416499.03,0.00057,5.9e-05
0.011378,34.925456,2.380229,0.84132,21217153815.97,-0.01924,6.2e-05
0.00172,35.046375,2.38847,0.844233,21290611936.51,0.00346,5.9e-05
0.000906,34.965762,2.382976,0.842291,21241639856.15,-0.0023,5.7e-05
0.009364,36.396638,2.480492,0.876759,22110894282.54,0.04092,5.9e-05
0.004761,36.940774,2.517576,0.889867,22441455824.97,0.01495,5.8e-05
0.001521,37.061693,2.525817,0.89278,22514913945.51,0.00327,1.5e-05
0.001135,37.142306,2.531311,0.894721,22563886025.87,0.00218,1.3e-05
0.006766,37.988739,2.588997,0.915111,23078092869.65,0.02279,3.1e-05
0.002347,37.726748,2.571142,0.9088,22918933608.48,-0.0069,2.9e-05
0.006233,38.75456,2.641189,0.933559,23543327633.07,0.02724,3.6e-05
0.004689,38.331343,2.612346,0.923364,23286224211.18,-0.01092,3.8e-05
0.009337,37.585675,2.561527,0.905402,22833232467.85,-0.01945,4.6e-05
0.0015,37.706595,2.569768,0.908315,22906690588.39,0.00322,4.2e-05
0.002606,37.585675,2.561527,0.905402,22833232467.85,-0.00321,4e-05
0.002301,37.343837,2.545046,0.899576,22686316226.77,-0.00643,3.8e-05
0.007491,38.210424,2.604105,0.920451,23212766090.64,0.02321,4.2e-05
0.002669,37.948433,2.58625,0.91414,23053606829.47,-0.00686,4.1e-05
0.00249,37.746901,2.572515,0.909286,22931176628.57,-0.00531,3.9e-05
0.001429,37.545369,2.55878,0.904431,22808746427.67,-0.00534,3.8e-05
0.006308,38.593334,2.630201,0.929675,23445383472.35,0.02791,3.9e-05
0.005564,36.618323,2.495601,0.882099,22245567503.53,-0.05117,4e-05
0.003291,36.054034,2.457143,0.868506,21902762941.01,-0.01541,4e-05
0.000548,36.013728,2.454396,0.867535,21878276900.83,-0.00112,3.8e-05
0.002349,35.812196,2.440662,0.86268,21755846699.93,-0.0056,3.7e-05
0.008691,37.384144,2.547793,0.900547,22710802266.95,0.04389,4e-05
0.008839,34.864997,2.376108,0.839863,21180424755.7,-0.06739,4.2e-05
0.010146,33.151976,2.259363,0.798598,20139768048.05,-0.04913,0.000101
0.007002,32.22493,2.196183,0.776267,19576589123.91,-0.02796,8.6e-05
0.001207,32.325696,2.203051,0.778694,19637804224.36,0.00313,6.1e-05
0.005302,32.708607,2.229147,0.787918,19870421606.07,0.01185,5.9e-05
0.000383,32.72876,2.23052,0.788403,19882664626.16,0.00062,4.8e-05
0.002017,32.648147,2.225026,0.786462,19833692545.8,-0.00246,4.3e-05
0.001655,32.809372,2.236014,0.790345,19931636706.52,0.00494,4e-05
0.005417,33.232589,2.264857,0.80054,20188740128.41,0.0129,4.1e-05
0.005831,32.970598,2.247002,0.794229,20029580867.24,-0.00788,4.3e-05
0.009381,32.104011,2.187943,0.773354,19503131003.37,-0.02628,4.8e-05
0.006844,32.466768,2.212665,0.782092,19723505364.99,0.0113,5e-05
0.004702,31.962939,2.178328,0.769956,19417429862.74,-0.01552,5.7e-05
0.008479,32.486922,2.214039,0.782578,19735748385.08,0.01639,5.9e-05
0.006101,32.970598,2.247002,0.794229,20029580867.24,0.01489,5.9e-05
0.001252,33.051211,2.252496,0.796171,20078552947.6,0.00244,5.6e-05
0.004334,33.313202,2.270351,0.802482,20237712208.77,0.00793,5.5e-05
0.000898,33.373661,2.274471,0.803939,20274441269.04,0.00181,5.3e-05
0.006079,32.829526,2.237388,0.790831,19943879726.61,-0.0163,5.3e-05
0.002143,33.131823,2.25799,0.798113,20127525027.96,0.00921,2.1e-05
0.00763,32.023399,2.182449,0.771412,19454158923.01,-0.03345,4.9e-05
0.000825,31.962939,2.178328,0.769956,19417429862.74,-0.00189,3.5e-05
0.00166,32.063705,2.185196,0.772383,19478644963.19,0.00315,3.1e-05
0.003945,31.821867,2.168714,0.766557,19331728722.11,-0.00754,3.2e-05
0.003227,31.600182,2.153606,0.761217,19197055501.12,-0.00697,3.2e-05
0.007861,32.003245,2.181075,0.770927,19441915902.92,0.01276,3.9e-05
0.008675,31.640488,2.156353,0.762188,19221541541.3,-0.01134,4.5e-05
0.009759,31.156812,2.123389,0.750537,18927709059.14,-0.01529,5.1e-05
0.013432,30.451451,2.075318,0.733545,18499203355.99,-0.02264,5.9e-05
0.00888,30.088694,2.050595,0.724807,18278828994.37,-0.01191,6.2e-05
0,30.088694,2.050595,0.724807,18278828994.37,0,5.7e-05
0.009511,29.786396,2.029993,0.717525,18095183693.02,-0.01005,6e-05
0.006673,29.947621,2.040981,0.721409,18193127853.74,0.00541,6e-05
0.016192,30.532063,2.080812,0.735487,18548175436.35,0.01952,6.7e-05
0.003609,30.632829,2.087679,0.737915,18609390536.8,0.0033,6.5e-05
0.00807,30.390991,2.071197,0.732089,18462474295.72,-0.00789,6.6e-05
0,30.390991,2.071197,0.732089,18462474295.72,0,6.2e-05
0.010545,29.665477,2.021752,0.714612,18021725572.48,-0.02387,6.5e-05
0.013101,28.980269,1.975054,0.698106,17605462889.42,-0.0231,6.8e-05
0.00239,29.040728,1.979175,0.699562,17642191949.69,0.00209,6.6e-05
0.003595,29.161647,1.987416,0.702475,17715650070.23,0.00416,3.6e-05
0.008169,28.899656,1.96956,0.696164,17556490809.06,-0.00898,5.9e-05
0.015101,28.214448,1.922862,0.679658,17140228126,-0.02371,9e-05
0.011355,28.677971,1.954452,0.690824,17421817588.07,0.01643,9.6e-05
0.005765,28.456286,1.939344,0.685484,17287144367.08,-0.00773,8.8e-05
0.017431,27.388168,1.86655,0.659754,16638264302.31,-0.03754,0.000102
0.008121,27.08587,1.845948,0.652472,16454619000.96,-0.01104,9.9e-05
0.000362,27.106023,1.847321,0.652957,16466862021.05,0.00074,8.7e-05
0.007497,27.609853,1.881658,0.665094,16772937523.3,0.01859,8.6e-05
0.00197,27.690465,1.887152,0.667036,16821909603.66,0.00292,7.9e-05
0.008006,28.113682,1.915995,0.677231,17079013025.55,0.01528,7.9e-05
0.011882,27.690465,1.887152,0.667036,16821909603.66,-0.01505,8.3e-05
0.006901,27.46878,1.872044,0.661696,16687236382.67,-0.00801,8.2e-05
0.009711,27.690465,1.887152,0.667036,16821909603.66,0.00807,8.3e-05
0.001326,27.5897,1.880285,0.664609,16760694503.21,-0.00364,7.8e-05
0.007648,27.327708,1.862429,0.658297,16601535242.04,-0.0095,7.8e-05
0.014984,26.481275,1.804744,0.637908,16087328398.26,-0.03097,8.2e-05
0.010141,26.058058,1.775901,0.627713,15830224976.37,-0.01598,8.3e-05
0.014977,25.473616,1.73607,0.613634,15475177393.76,-0.02243,8.7e-05
0.012813,26.360356,1.796503,0.634995,16013870277.72,0.03481,8.9e-05
0.000978,26.400662,1.79925,0.635966,16038356317.9,0.00153,8.5e-05
0.006265,26.158824,1.782768,0.63014,15891440076.82,-0.00916,8.4e-05
0.004529,26.481275,1.804744,0.637908,16087328398.26,0.01233,4.5e-05
0.011747,27.488934,1.873417,0.662181,16699479402.76,0.03805,8.1e-05
0.00855,26.964951,1.837707,0.649559,16381160880.42,-0.01906,8.3e-05
0.009558,26.582041,1.811611,0.640335,16148543498.71,-0.0142,8.6e-05
0.002066,26.662653,1.817105,0.642277,16197515579.07,0.00303,7.3e-05
0.007844,27.126176,1.848695,0.653443,16479105041.14,0.01738,7.4e-05
0.005875,27.569546,1.878911,0.664123,16748451483.12,0.01634,7.2e-05
0.009341,27.186636,1.852815,0.654899,16515834101.41,-0.01389,7.4e-05
0.005256,27.005257,1.840454,0.65053,16405646920.6,-0.00667,7.2e-05
0.006427,26.743266,1.822599,0.644219,16246487659.43,-0.0097,7.1e-05
0.002928,26.844032,1.829466,0.646646,16307702759.88,0.00377,6.7e-05
0.003758,26.662653,1.817105,0.642277,16197515579.07,-0.00676,6.5e-05
0.008354,26.340203,1.795129,0.634509,16001627257.63,-0.01209,6.6e-05
0.012387,26.037905,1.774527,0.627227,15817981956.28,-0.01148,7e-05
0.005956,25.856526,1.762166,0.622858,15707794775.47,-0.00697,7e-05
0.005786,25.594535,1.744311,0.616547,15548635514.3,-0.01013,6.9e-05
0.002627,25.715454,1.752552,0.61946,15622093634.84,0.00472,6.6e-05
0.009297,26.360356,1.796503,0.634995,16013870277.72,0.02508,6.8e-05
0.006755,26.138671,1.781395,0.629655,15879197056.73,-0.00841,6.8e-05
0.001575,26.078211,1.777274,0.628198,15842467996.46,-0.00231,6.5e-05
0.010917,25.654995,1.748431,0.618003,15585364574.57,-0.01623,6.7e-05
0.006984,25.272084,1.722335,0.60878,15352747192.86,-0.01493,6.8e-05
0.00572,25.574382,1.742937,0.616062,15536392494.21,0.01196,5.7e-05
0.004421,25.413156,1.73195,0.612178,15438448333.49,-0.0063,5.1e-05
0.003997,25.554229,1.741564,0.615576,15524149474.12,0.00555,4.7e-05
0.008186,25.957292,1.769033,0.625286,15769009875.92,0.01577,5.6e-05
0.009648,26.461122,1.80337,0.637422,16075085378.17,0.01941,6.4e-05
0.00261,26.602194,1.812984,0.640821,16160786518.8,0.00533,5.8e-05
0.002943,26.723113,1.821225,0.643733,16234244639.34,0.00455,5.4e-05
0.005711,26.501428,1.806117,0.638393,16099571418.35,-0.0083,5.4e-05
0.006131,26.299896,1.792382,0.633539,15977141217.45,-0.0076,5.5e-05
0.010591,25.896833,1.764913,0.623829,15732280815.65,-0.01533,6e-05
0.011928,25.574382,1.742937,0.616062,15536392494.21,-0.01245,6.5e-05
0.000993,25.534075,1.74019,0.615091,15511906454.03,-0.00158,6.1e-05
0.008596,25.775914,1.756672,0.620916,15658822695.11,0.00947,6.3e-05
0.010842,26.299896,1.792382,0.633539,15977141217.45,0.02033,6.6e-05
0.003125,26.420815,1.800623,0.636451,16050599337.99,0.0046,6.4e-05
0.009014,28.919809,1.970934,0.69665,17568733829.15,0.09458,6.5e-05
9.9e-05,28.939962,1.972307,0.697135,17580976849.24,0.0007,6.2e-05
0.007202,28.012916,1.909128,0.674803,17017797925.1,-0.03203,6.2e-05
0.002374,27.811385,1.895393,0.669949,16895367724.2,-0.00719,6e-05
0.002939,28.012916,1.909128,0.674803,17017797925.1,0.00725,5.9e-05
0.006062,28.677971,1.954452,0.690824,17421817588.07,0.02374,6.1e-05
0.0019,28.516746,1.943464,0.68694,17323873427.35,-0.00562,4e-05
0.004101,28.194295,1.921489,0.679173,17127985105.91,-0.01131,4e-05
0.006422,28.899656,1.96956,0.696164,17556490809.06,0.02502,4.6e-05
0.006896,28.395827,1.935224,0.684027,17250415306.81,-0.01743,5.1e-05
0.007516,27.52924,1.876164,0.663152,16723965442.94,-0.03052,5.5e-05
0.009878,26.299896,1.792382,0.633539,15977141217.45,-0.04466,6.1e-05
0.003386,26.541734,1.808864,0.639364,16124057458.53,0.0092,5.8e-05
0.004652,26.320049,1.793756,0.634024,15989384237.54,-0.00835,5.6e-05
0,26.320049,1.793756,0.634024,15989384237.54,0,5.1e-05
0.011467,27.811385,1.895393,0.669949,16895367724.2,0.05666,5.7e-05
0.003393,27.5897,1.880285,0.664609,16760694503.21,-0.00797,5.5e-05
0.008679,27.126176,1.848695,0.653443,16479105041.14,-0.0168,5.7e-05
0.012184,26.360356,1.796503,0.634995,16013870277.72,-0.02823,6.2e-05
0.006231,25.937139,1.76766,0.6248,15756766855.83,-0.01606,6.2e-05
0.011678,28.113682,1.915995,0.677231,17079013025.55,0.08392,6.5e-05
0.005406,29.725936,2.025873,0.716068,18058454632.75,0.05735,5.4e-05
0.000225,29.766243,2.02862,0.717039,18082940672.93,0.00136,2.8e-05
0.001747,29.967774,2.042354,0.721894,18205370873.83,0.00677,2.5e-05
0.004208,30.592523,2.084932,0.736944,18584904496.62,0.02085,2.9e-05
0.004085,30.149153,2.054716,0.726263,18315558054.64,-0.01449,3.1e-05
0.007895,29.423639,2.005271,0.708786,17874809331.4,-0.02406,3.9e-05
0,29.423639,2.005271,0.708786,17874809331.4,0,3.4e-05
0.006995,28.879503,1.968187,0.695679,17544247788.97,-0.01849,3.8e-05
0.001521,29.000422,1.976428,0.698592,17617705909.51,0.00419,3.6e-05
0.003514,28.778737,1.96132,0.693251,17483032688.52,-0.00764,3.6e-05
0.001336,28.960116,1.973681,0.697621,17593219869.33,0.0063,3.4e-05
0.001941,29.222107,1.991536,0.703932,17752379130.5,0.00905,3.2e-05
0.005255,28.718277,1.957199,0.691795,17446303628.25,-0.01724,3.4e-05
0.005045,28.315214,1.92973,0.682086,17201443226.45,-0.01404,3.5e-05
0.001494,28.41598,1.936597,0.684513,17262658326.9,0.00356,3.4e-05
0.003793,28.79889,1.962693,0.693737,17495275708.61,0.01348,3.4e-05
0.003214,28.597358,1.948958,0.688882,17372845507.71,-0.007,3.4e-05
0.003678,28.899656,1.96956,0.696164,17556490809.06,0.01057,3.4e-05
0.004667,28.577205,1.947585,0.688397,17360602487.62,-0.01116,3.5e-05
0.00655,28.254754,1.925609,0.680629,17164714166.18,-0.01128,3.6e-05
0.003876,28.033069,1.910501,0.675289,17030040945.19,-0.00785,3.6e-05
0.003106,27.871844,1.899513,0.671405,16932096784.47,-0.00575,3.6e-05
0.004148,28.033069,1.910501,0.675289,17030040945.19,0.00578,4.1e-05
0.007238,27.690465,1.887152,0.667036,16821909603.66,-0.01222,5.7e-05
0.00913,28.254754,1.925609,0.680629,17164714166.18,0.02038,6.8e-05
0.002146,28.395827,1.935224,0.684027,17250415306.81,0.00499,5.7e-05
0.006424,29.282566,1.995656,0.705388,17789108190.77,0.03123,5.8e-05
0.000416,29.24226,1.992909,0.704417,17764622150.59,-0.00138,4.9e-05
0.002037,29.484098,2.009391,0.710243,17911538391.67,0.00827,4.5e-05
0.002358,29.766243,2.02862,0.717039,18082940672.93,0.00957,4.2e-05
0.000191,29.786396,2.029993,0.717525,18095183693.02,0.00068,3.8e-05
0.003231,29.463945,2.008018,0.709757,17899295371.58,-0.01083,3.7e-05
0.008725,28.738431,1.958573,0.69228,17458546648.34,-0.02462,4.2e-05
0.003726,28.919809,1.970934,0.69665,17568733829.15,0.00631,4.1e-05
0.00804,28.577205,1.947585,0.688397,17360602487.62,-0.01185,4.4e-05
0.002776,32.379064,2.206688,0.77998,17470789668.43,0.00635,4.3e-05
0.007295,32.87825,2.240708,0.792005,17740136110.41,0.01542,4.5e-05
0.006493,33.354747,2.273182,0.803483,17997239532.3,0.01449,4.6e-05
0.002285,33.195914,2.262358,0.799657,17911538391.67,-0.00476,4.5e-05
0.004655,33.62703,2.291739,0.810042,18144155773.38,0.01299,4.5e-05
0.00191,33.468198,2.280914,0.806216,18058454632.75,-0.00472,4.4e-05
0.002183,33.672411,2.294832,0.811135,18168641813.56,0.0061,4.3e-05
0.004682,33.241295,2.26545,0.80075,17936024431.85,-0.0128,4.3e-05
0.005434,32.900941,2.242255,0.792551,17752379130.5,-0.01024,4.3e-05
0.000858,32.946321,2.245347,0.793644,17776865170.68,0.00138,4.2e-05
0.007406,34.586047,1.979018,0.701452,18193127853.74,0.02342,7.4e-05
0.001576,34.842068,1.993668,0.706644,18327801074.73,0.0074,4.5e-05
0.002354,34.562773,1.977686,0.70098,18180884833.65,-0.00802,3.8e-05
0.005333,34.14383,1.953715,0.692483,17960510472.03,-0.01212,4.2e-05
0.007703,34.655871,1.983014,0.702868,18229856914.01,0.015,4.9e-05
0.009627,33.911084,1.940397,0.687763,17838080271.13,-0.02149,5.7e-05
0.003255,34.074006,1.949719,0.691067,17923781411.76,0.0048,5.3e-05
0.01149,33.143022,1.896448,0.672186,17434060608.16,-0.02732,6.1e-05
0.009341,32.444785,1.856495,0.658024,17066770005.46,-0.02107,6.5e-05
0.00331,32.607707,1.865817,0.661329,17152471146.09,0.00502,6.1e-05
0.000558,32.584432,1.864486,0.660857,17140228126,-0.00071,5.6e-05
0.007322,32.258588,1.845841,0.654248,16968825844.74,-0.01,5.8e-05
0.001049,32.212039,1.843177,0.653304,16944339804.56,-0.00144,5.4e-05
0.003191,32.072391,1.835186,0.650472,16870881684.02,-0.00434,5.3e-05
0.016057,31.304329,1.791238,0.634894,16466862021.05,-0.02395,6e-05
0.020352,30.256973,1.731308,0.613653,15915926117,-0.03346,6.9e-05
0.004113,30.39662,1.739299,0.616485,15989384237.54,0.00462,6.7e-05
0.01768,29.721657,1.700677,0.602796,15634336654.93,-0.02221,7.3e-05
0.00129,29.675108,1.698014,0.601852,15609850614.75,-0.00157,7e-05
0.011117,30.117325,1.723317,0.61082,15842467996.46,0.0149,0.000111
0.013354,30.536268,1.747289,0.619317,16062842358.08,0.01391,0.000122
0.013215,31.071583,1.77792,0.630174,16344431820.15,0.01753,0.000126
0.004247,31.211231,1.785911,0.633006,16417889940.69,0.00449,0.000105
0.011642,30.862112,1.765934,0.625926,16234244639.34,-0.01119,0.000107
0.003888,30.978485,1.772593,0.628286,16295459739.79,0.00377,9.6e-05
0.007849,30.792288,1.761939,0.624509,16197515579.07,-0.00601,9.3e-05
0.013628,31.234506,1.787243,0.633478,16430132960.78,0.01436,9.9e-05
0.010596,30.95521,1.771261,0.627814,16283216719.7,-0.00894,9.9e-05
0,30.95521,1.771261,0.627814,16283216719.7,0,9e-05
0.009901,31.25778,1.788574,0.63395,16442375980.87,0.00977,9e-05
0.015884,30.769014,1.760607,0.624037,16185272558.98,-0.01564,9.6e-05
0.003246,30.675915,1.75528,0.622149,16136300478.62,-0.00303,9.1e-05
0.016318,29.628559,1.69535,0.600907,15585364574.57,-0.03414,9.6e-05
0.004712,29.768206,1.703341,0.60374,15658822695.11,0.00471,9.3e-05
0.008851,29.488911,1.687359,0.598075,15511906454.03,-0.00938,9.3e-05
0.010725,29.768206,1.703341,0.60374,15658822695.11,0.00947,0.000107
0.013018,30.070776,1.720654,0.609876,15817981956.28,0.01016,0.000119
0.00108,30.047501,1.719322,0.609404,15805738936.19,-0.00077,8.3e-05
0.005438,30.256973,1.731308,0.613653,15915926117,0.00697,7.6e-05
0.016476,29.512186,1.688691,0.598547,15524149474.12,-0.02462,9.3e-05
0.033405,27.976062,1.600794,0.567393,14716110148.18,-0.05205,0.000134
0.020039,27.161452,1.554182,0.550871,14287604445.03,-0.02912,0.000143
0.022694,27.766591,1.588808,0.563144,14605922967.37,0.02228,0.000154
0.018888,28.371731,1.623434,0.575417,14924241489.71,0.02179,0.000158
0.021204,27.720042,1.586144,0.5622,14581436927.19,-0.02297,0.000163
0.048825,25.625328,1.466285,0.519716,13479565119.09,-0.07557,0.000193
0.015826,26.370115,1.508902,0.534822,13871341761.97,0.02906,0.00019
0.007557,26.672685,1.526215,0.540958,14030501023.14,0.01147,0.000181
0.016344,27.021804,1.546191,0.548039,14214146324.49,0.01309,0.00018
0.013853,27.394198,1.5675,0.555592,14410034645.93,0.01378,0.000177
0.007999,27.231275,1.558177,0.552287,14324333505.3,-0.00595,0.000171
0.011999,27.603669,1.579486,0.55984,14520221826.74,0.01368,0.000168
0.027837,27.068353,1.548855,0.548983,14238632364.67,-0.01939,0.000174
0.00328,26.998529,1.544859,0.547567,14201903304.4,-0.00258,0.000167
0.012238,27.277825,1.560841,0.553231,14348819545.48,0.01034,0.000164
0.019388,26.742509,1.53021,0.542374,14067230083.41,-0.01962,0.000166
0.010097,26.998529,1.544859,0.547567,14201903304.4,0.00957,0.000163
0.013332,26.626136,1.523551,0.540014,14006014982.96,-0.01379,0.000162
0.012403,26.95198,1.542196,0.546623,14177417264.22,0.01224,0.000124
0.013303,26.39339,1.510233,0.535294,13883584782.06,-0.02073,0.000129
0.016689,25.8348,1.478271,0.523965,13589752299.9,-0.02116,0.000141
0.013362,25.508955,1.459626,0.517356,13418350018.64,-0.01261,0.000139
0.000593,25.53223,1.460958,0.517828,13430593038.73,0.00091,0.000113
0.021446,26.416665,1.511565,0.535766,13895827802.15,0.03464,0.00013
0.005854,26.69596,1.527546,0.54143,14042744043.23,0.01057,0.000119
0.013523,27.55712,1.576822,0.558896,14495735786.56,0.03226,0.000121
0.003817,27.417472,1.568831,0.556064,14422277666.02,-0.00507,0.000112
0.004836,27.580394,1.578154,0.559368,14507978806.65,0.00594,0.000106
0,27.580394,1.578154,0.559368,14507978806.65,0,9.6e-05
0.005326,27.81314,1.591472,0.564088,14630409007.55,0.00844,9.3e-05
0.02174,27.091628,1.550187,0.549455,14250875384.76,-0.02594,0.000102
0.012918,26.672685,1.526215,0.540958,14030501023.14,-0.01546,0.000104
0.04405,24.833992,1.421004,0.503667,13063302436.03,-0.06894,0.000127
0.004999,24.647795,1.41035,0.499891,12965358275.31,-0.0075,0.000122
0.011636,25.020189,1.431659,0.507443,13161246596.75,0.01511,0.000121
0.001543,25.090013,1.435654,0.50886,13197975657.02,0.00279,0.000116
0.016988,25.718427,1.471612,0.521605,13528537199.45,0.02505,0.000118
0.017085,27.138177,1.55285,0.550399,14275361424.94,0.0552,0.000171
0.013438,26.346841,1.50757,0.53435,13859098741.88,-0.02916,0.000153
0.001985,26.277017,1.503574,0.532934,13822369681.61,-0.00265,0.000108
0.016634,26.882156,1.538201,0.545207,14140688203.95,0.02303,0.000123
0.006621,27.324374,1.563504,0.554175,14373305585.66,0.01645,0.000112
0.001447,27.370923,1.566168,0.55512,14397791625.84,0.0017,9.5e-05
0.001586,27.324374,1.563504,0.554175,14373305585.66,-0.0017,8.4e-05
0.001532,27.277825,1.560841,0.553231,14348819545.48,-0.0017,7.5e-05
0.006762,27.068353,1.548855,0.548983,14238632364.67,-0.00768,7.5e-05
0.000768,27.091628,1.550187,0.549455,14250875384.76,0.00086,6.8e-05
0.012548,26.719234,1.528878,0.541902,14054987063.32,-0.01375,7.3e-05
0.008419,27.021804,1.546191,0.548039,14214146324.49,0.01132,7.4e-05
0.007863,27.464021,1.571495,0.557008,14446763706.2,0.01637,7.4e-05
0.014391,26.812333,1.534205,0.543791,14103959143.68,-0.02373,7.9e-05
0.014905,27.324374,1.563504,0.554175,14373305585.66,0.0191,8.4e-05
0.006238,27.55712,1.576822,0.558896,14495735786.56,0.00852,8.3e-05
0.010436,27.184726,1.555514,0.551343,14299847465.12,-0.01351,8.4e-05
0.006063,27.440747,1.570163,0.556536,14434520686.11,0.00942,8.3e-05
0.008068,28.022612,1.603458,0.568337,14740596188.36,0.0212,8.3e-05
0.003466,27.836415,1.592803,0.56456,14642652027.64,-0.00664,3.5e-05
0.010478,27.370923,1.566168,0.55512,14397791625.84,-0.01672,7e-05
0.001178,27.417472,1.568831,0.556064,14422277666.02,0.0017,5e-05
0.006717,27.114902,1.551518,0.549927,14263118404.85,-0.01104,5.5e-05
0.004413,27.394198,1.5675,0.555592,14410034645.93,0.0103,5.3e-05
0.005259,27.091628,1.550187,0.549455,14250875384.76,-0.01105,5.3e-05
0.000574,27.114902,1.551518,0.549927,14263118404.85,0.00086,4.6e-05
0.006159,26.905431,1.539532,0.545679,14152931224.04,-0.00773,4.8e-05
0.001715,26.975255,1.543528,0.547095,14189660284.31,0.0026,4.4e-05
0.006934,27.603669,1.579486,0.55984,14520221826.74,0.0233,4.7e-05
0.003423,27.766591,1.588808,0.563144,14605922967.37,0.0059,4.6e-05
0.000509,27.743316,1.587476,0.562672,14593679947.28,-0.00084,4.2e-05
0.008559,28.301907,1.619439,0.574001,15792335889.28,0.02013,4.6e-05
0.001562,28.232083,1.615444,0.572585,15753374534.29,-0.00247,4.4e-05
0.016492,27.626943,1.580817,0.560312,15415709457.71,-0.02143,5.2e-05
0.005357,27.789866,1.59014,0.563616,15506619286.02,0.0059,5.2e-05
0.013139,28.720849,1.643411,0.582498,16026104019.22,0.0335,5.6e-05
0.001791,28.883772,1.652733,0.585802,16117013847.53,0.00567,5.4e-05
0.003236,29.046694,1.662056,0.589106,16207923675.84,0.00564,5.3e-05
0.00327,28.837222,1.65007,0.584858,16091039610.87,-0.00721,5.2e-05
0.006157,29.395813,1.682032,0.596187,16402730450.79,0.01937,5.3e-05
0.001293,29.325989,1.678037,0.594771,16363769095.8,-0.00238,1.3e-05
0,29.325989,1.678037,0.594771,16363769095.8,0,6e-06
0.008444,28.790673,1.647406,0.583914,16065065374.21,-0.01825,3.2e-05
0.012897,28.208808,1.614112,0.572113,15740387415.96,-0.02021,5.7e-05
0.004746,28.022612,1.603458,0.568337,15636490469.32,-0.0066,5.5e-05
0.00536,27.859689,1.594135,0.565032,15545580641.01,-0.00581,5.5e-05
0.00226,27.789866,1.59014,0.563616,15506619286.02,-0.00251,5e-05
0.014266,27.231275,1.558177,0.552287,15194928446.1,-0.0201,6.2e-05
0.002534,27.301099,1.562173,0.553703,15233889801.09,0.00256,5.8e-05
0.000662,27.277825,1.560841,0.553231,15220902682.76,-0.00085,5.2e-05
0.017607,26.439939,1.512897,0.536238,14753366422.88,-0.03072,6.4e-05
0.014089,26.812333,1.534205,0.543791,14961160316.16,0.01408,7e-05
0.000774,26.835607,1.535537,0.544263,14974147434.49,0.00087,6.5e-05
0.008545,26.69596,1.527546,0.54143,14896224724.51,-0.0052,6.4e-05
0.008648,26.509763,1.516892,0.537654,14792327777.87,-0.00697,6.6e-05
0.006388,26.835607,1.535537,0.544263,14974147434.49,0.01229,6.6e-05
0.011128,28.138985,1.610116,0.570697,15701426060.97,0.04857,6.8e-05
0.005742,28.627751,1.638084,0.58061,15974155545.9,0.01737,6.8e-05
0.003041,28.41828,1.626098,0.576361,15857271480.93,-0.00732,6.6e-05
0.006816,28.930321,1.655397,0.586746,16142988084.19,0.01802,6.6e-05
0.013979,28.11571,1.608785,0.570225,15688438942.64,-0.02816,6.9e-05
0.010554,28.930321,1.655397,0.586746,16142988084.19,0.02897,0.000106
0.01636,28.092435,1.607453,0.569753,15675451824.31,-0.02896,0.000135
0.003013,28.278632,1.618107,0.573529,15779348770.95,0.00663,0.0001
0.012478,28.953595,1.656729,0.587218,16155975202.52,0.02387,0.000106
